535.0809326	3.11764717
535.085083	2.98039222
535.0897217	3.09803915
535.0897217	3.25490189
535.0932007	3.41176462
535.09729	3.05882359
535.1013794	2.43137264
535.1013794	1.78431368
535.1054688	1.80392158
535.1094971	2.01960778
535.1136475	2.29411769
535.1136475	2.21568632
535.1177368	1.90196073
535.1218262	1.49019611
535.1259766	1.27450979
535.1300049	1.56862748
535.1340942	1.90196073
535.1340942	1.88235295
535.1381836	1.74509799
535.142334	1.50980389
535.1470947	1.35294116
535.1470947	1.64705884
535.1508789	2.05882359
535.1552734	2.25490189
535.1587524	1.90196073
535.1587524	1.68627453
535.1629028	1.50980389
535.1669312	1.66666663
535.1710205	2.17647052
535.1751709	2.31372547
535.1791992	2.11764717
535.1791992	1.74509799
535.1832886	1.37254906
535.1873779	1.54901958
535.1914063	1.82352936
535.1914063	2.29411769
535.1955566	2.05882359
535.199585	1.70588231
535.2038574	1.41176474
535.2038574	1.50980389
535.2084351	1.64705884
535.2121582	1.90196073
535.2160645	1.96078432
535.2202148	1.74509799
535.2243042	1.45098042
535.2243042	1.47058821
535.2283325	1.64705884
535.2324219	2
535.2365112	2.05882359
535.2365112	1.82352936
535.2406006	1.50980389
535.244751	1.19607842
535.2488403	1.41176474
535.2488403	1.56862748
535.2528687	1.86274505
535.2571411	1.86274505
535.2612915	1.35294116
535.2658691	1.13725495
535.2694092	1.39215684
535.2694092	1.86274505
535.2740479	2.19607854
535.2776489	2
535.2816773	1.72549021
535.2816773	1.39215684
535.2857056	1.43137252
535.2897949	1.84313726
535.2938843	2.31372547
535.2938843	2.39215684
535.2979126	2.05882359
535.302063	1.78431368
535.3061523	2.0392158
535.3102417	2.39215684
535.3143311	2.78431368
535.3143311	2.64705873
535.3184204	2.33333325
535.3226929	2.07843137
535.3267822	2.19607854
535.3267822	2.52941179
535.3314209	2.88235283
535.3354492	3.13725495
535.3395996	2.9607842
535.3395996	2.68627453
535.3430786	2.37254906
535.347229	2.43137264
535.347229	2.64705873
535.3512573	2.98039222
535.3553467	3.01960778
535.359436	2.72549009
535.359436	2.39215684
535.3635254	2.21568632
535.3675537	2.31372547
535.3717041	2.45098042
535.3717041	2.78431368
535.3758545	2.7647059
535.3798828	2.50980401
535.3840942	2.21568632
535.3840942	2.13725495
535.3887329	2.33333325
535.3928833	2.62745094
535.3928833	2.90196085
535.3969116	2.66666675
535.4003906	2.37254906
535.40448	1.9803921
