1445.45153809	2.23529410
1445.45153809	2.27450991
1445.45556641	2.29411769
1445.45971680	2.31372547
1445.46374512	2.27450991
1445.46374512	2.27450991
1445.46777344	2.23529410
1445.47192383	2.23529410
1445.47607422	2.15686274
1445.47607422	2.11764717
1445.47998047	2.05882359
1445.48413086	1.98039210
1445.48413086	1.94117641
1445.48828125	1.90196073
1445.49243164	1.92156863
1445.49645996	1.98039210
1445.49645996	2.03921580
1445.50061035	2.09803915
1445.50463867	2.17647052
1445.50878906	2.21568632
1445.50878906	2.25490189
1445.51293945	2.25490189
1445.51684570	2.23529410
1445.52099609	2.19607854
1445.52099609	2.11764717
1445.52514648	2.09803915
1445.52929688	2.01960778
1445.52929688	2.07843137
1445.53332520	2.07843137
1445.53759766	2.09803915
1445.54150391	2.13725495
1445.54150391	2.13725495
1445.54565430	2.11764717
1445.54980469	2.11764717
1445.55371094	2.15686274
1445.55371094	2.11764717
1445.55786133	2.15686274
1445.56213379	2.13725495
1445.56616211	2.15686274
1445.56616211	2.13725495
1445.57006836	2.11764717
1445.57434082	2.17647052
1445.57434082	2.21568632
1445.57836914	2.23529410
1445.58251953	2.21568632
1445.58666992	2.23529410
1445.58666992	2.17647052
1445.59069824	2.17647052
1445.59484863	2.17647052
1445.59887695	2.13725495
1445.59887695	2.11764717
1445.60302734	2.01960778
1445.60705566	2.00000000
1445.61108398	1.96078432
1445.61108398	1.94117641
1445.61523438	1.94117641
1445.61938477	1.96078432
1445.61938477	2.01960778
1445.62353516	2.07843137
1445.62756348	2.13725495
1445.63159180	2.23529410
1445.63159180	2.33333325
1445.63586426	2.45098042
1445.63989258	2.54901958
1445.64392090	2.56862736
1445.64392090	2.62745094
1445.64807129	2.62745094
1445.65222168	2.66666675
1445.65625000	2.70588231
1445.65625000	2.72549009
1445.66027832	2.72549009
1445.66455078	2.70588231
1445.66455078	2.68627453
1445.66857910	2.62745094
1445.67260742	2.60784316
1445.67675781	2.50980401
1445.67675781	2.47058821
1445.68078613	2.37254906
1445.68481445	2.29411769
1445.68908691	2.23529410
1445.68908691	2.19607854
1445.69311523	2.13725495
1445.69714355	2.09803915
1445.70129395	2.09803915
1445.70129395	2.05882359
1445.70544434	2.07843137
1445.70959473	2.07843137
1445.70959473	2.13725495
1445.71350098	2.17647052
1445.71765137	2.23529410
1445.72180176	2.27450991
1445.72180176	2.27450991
1445.72595215	2.25490189
1445.72985840	2.23529410
1445.73400879	2.31372547
1445.73400879	2.31372547
1445.73815918	2.37254906
1445.74218750	2.37254906
1445.74633789	2.35294127
1445.74633789	2.33333325
1445.75048828	2.33333325
1445.75451660	2.33333325
1445.75866699	2.33333325
1445.76281738	2.35294127
1445.76684570	2.37254906
1445.76684570	2.37254906
