80.59554291	1.58823526
80.59554291	1.72549021
80.59956360	1.88235295
80.60379791	1.90196073
80.60778809	1.74509799
80.60778809	1.60784316
80.61186981	1.35294116
80.61589813	1.43137252
80.61997986	1.37254906
80.61997986	1.58823526
80.62410736	1.72549021
80.62825012	1.70588231
80.63240051	1.94117641
80.63240051	1.84313726
80.63635254	1.62745094
80.64050293	1.56862748
80.64050293	1.60784316
80.64468384	1.72549021
80.64879608	1.68627453
80.65291595	1.60784316
80.65291595	1.70588231
80.65691376	1.72549021
80.66101837	1.84313726
80.66520691	2.00000000
80.66520691	2.05882359
80.66915894	2.00000000
80.67325592	1.90196073
80.67735291	1.92156863
80.67735291	2.03921580
80.68147278	1.94117641
80.68560791	2.13725495
80.68560791	2.13725495
80.68974304	2.00000000
80.69374847	1.94117641
80.69787598	1.98039210
80.69787598	2.00000000
80.70199585	2.07843137
80.70603943	2.05882359
80.71013641	2.07843137
80.71013641	2.05882359
80.71427917	2.01960778
80.71842194	1.94117641
80.72253418	2.00000000
80.72253418	1.98039210
80.72653198	2.13725495
80.73079681	2.23529410
80.73079681	2.07843137
80.73480225	1.94117641
80.73892212	2.17647052
80.74288940	2.31372547
80.74288940	2.47058821
80.74701691	2.33333325
80.75114441	2.21568632
80.75530243	2.29411769
80.75530243	2.29411769
80.75928497	2.35294127
80.76340485	2.29411769
80.76751709	2.33333325
80.76751709	2.17647052
80.77158356	2.09803915
80.77569580	2.09803915
80.77569580	2.21568632
80.77964783	2.43137264
80.78384399	2.45098042
80.78804779	2.33333325
80.78804779	2.31372547
80.79216766	2.25490189
80.79614258	2.27450991
80.80027771	2.31372547
80.80027771	2.35294127
80.80438995	2.31372547
80.80850983	2.23529410
80.81263733	2.27450991
80.81678009	2.41176462
80.82080078	2.52941179
80.82080078	2.58823538
80.82488251	2.62745094
80.82902527	2.50980401
80.83304596	2.31372547
80.83304596	2.29411769
80.83715057	2.25490189
80.84127808	2.31372547
80.84541321	2.41176462
80.84541321	2.45098042
80.84937286	2.50980401
